Year,Month,Section,Amount
2014,9,cheshire,7438
2014,9,city-of-london,497
2014,9,cleveland,7473
2014,9,cumbria,4377
2014,9,derbyshire,8530
2014,9,devon-and-cornwall,10602
2014,9,dorset,5271
2014,9,durham,5020
2014,9,dyfed-powys,3499
2014,9,essex,13208
2014,9,gloucestershire,4756
2014,9,greater-manchester,27821
2014,9,gwent,5752
2014,9,hampshire,13719
2014,9,hertfordshire,7055
2014,9,humberside,7334
2014,9,kent,13604
2014,9,lancashire,14695
2014,9,leicestershire,6690
2014,9,lincolnshire,5274
2014,9,merseyside,13948
2014,9,metropolitan,79690
2014,9,norfolk,6157
2014,9,north-wales,5154
2014,9,north-yorkshire,5956
2014,9,northamptonshire,6398
2014,9,northern-ireland,14482
2014,9,northumbria,13326
2014,9,nottinghamshire,9330
2014,9,south-wales,12053
2014,9,south-yorkshire,14766
2014,9,staffordshire,8109
2014,9,suffolk,5280
2014,9,surrey,7335
2014,9,sussex,13049
2014,9,thames-valley,11786
2014,9,warwickshire,3903
2014,9,west-mercia,9574
2014,9,west-midlands,21437
2014,9,west-yorkshire,18646
2014,9,wiltshire,4831
2014,10,avon-and-somerset,11132
2014,10,bedfordshire,5344
2014,10,btp,4555
2014,10,cambridgeshire,6302
2014,10,cheshire,7350
2014,10,city-of-london,571
2014,10,cleveland,7889
2014,10,cumbria,3857
2014,10,derbyshire,8322
2014,10,devon-and-cornwall,10101
2014,10,dorset,5033
2014,10,durham,5174
2014,10,dyfed-powys,3005
2014,10,essex,12856
2014,10,gloucestershire,4465
2014,10,greater-manchester,28761
2014,10,gwent,5743
2014,10,hampshire,13927
2014,10,hertfordshire,7174
2014,10,humberside,7440
2014,10,kent,13397
2014,10,lancashire,14224
2014,10,leicestershire,6888
2014,10,lincolnshire,5035
2014,10,merseyside,14692
2014,10,metropolitan,82481
2014,10,norfolk,5987
2014,10,north-wales,5298
2014,10,north-yorkshire,5804
2014,10,northamptonshire,6457
2014,10,northern-ireland,14133
2014,10,northumbria,13646
2014,10,nottinghamshire,9711
2014,10,south-wales,11333
2014,10,south-yorkshire,15013
2014,10,staffordshire,7486
2014,10,suffolk,5207
2014,10,surrey,7578
2014,10,sussex,12485
2014,10,thames-valley,12385
2014,10,warwickshire,3907
2014,10,west-mercia,9001
2014,10,west-midlands,21095
2014,10,west-yorkshire,19544
2014,10,wiltshire,4489
2014,11,avon-and-somerset,10679
2014,11,bedfordshire,4765
2014,11,btp,4486
2014,11,cambridgeshire,5726
2014,11,cheshire,6931
2014,11,city-of-london,591
2014,11,cleveland,7479
2014,11,cumbria,3576
2014,11,derbyshire,7846
2014,11,devon-and-cornwall,9579
2014,11,dorset,4769
2014,11,durham,4722
2014,11,dyfed-powys,2833
2014,11,essex,12095
2014,11,gloucestershire,4348
2014,11,greater-manchester,27387
2014,11,gwent,5295
2014,11,hampshire,13182
2014,11,hertfordshire,6713
2014,11,humberside,7239
2014,11,kent,12495
2014,11,lancashire,13373
2014,11,leicestershire,6455
2014,11,lincolnshire,4554
2014,11,merseyside,13253
2014,11,metropolitan,78520
2014,11,norfolk,5352
2014,11,north-wales,4290
2014,11,north-yorkshire,5512
2014,11,northamptonshire,6238
2014,11,northern-ireland,12506
2014,11,northumbria,12462
2014,11,nottinghamshire,9307
2014,11,south-wales,10385
2014,11,south-yorkshire,14300
2014,11,staffordshire,6875
2014,11,suffolk,4643
2014,11,surrey,7050
2014,11,sussex,11344
2014,11,thames-valley,11591
2014,11,warwickshire,3481
2014,11,west-mercia,8472
2014,11,west-midlands,20232
2014,11,west-yorkshire,19266
2014,11,wiltshire,4316
2014,12,avon-and-somerset,10903
2014,12,bedfordshire,4554
2014,12,btp,4047
2014,12,cambridgeshire,5097
2014,12,cheshire,6429
2014,12,city-of-london,533
2014,12,cleveland,6530
2014,12,cumbria,4356
2014,12,derbyshire,7186
2014,12,devon-and-cornwall,9219
2014,12,dorset,4497
2014,12,durham,4154
2014,12,dyfed-powys,2446
2014,12,essex,11841
2014,12,gloucestershire,4162
2014,12,greater-manchester,24627
2014,12,gwent,4701
2014,12,hampshire,12747
2014,12,hertfordshire,6273
2014,12,humberside,6243
2014,12,kent,11743
2014,12,lancashire,11675
2014,12,leicestershire,5839
2014,12,lincolnshire,3917
2014,12,merseyside,11781
2014,12,metropolitan,73027
2014,12,norfolk,4966
2014,12,north-wales,4401
2014,12,north-yorkshire,5011
2014,12,northamptonshire,6132
2014,12,northern-ireland,11813
2014,12,northumbria,10904
2014,12,nottinghamshire,8487
2014,12,south-wales,9581
2014,12,south-yorkshire,12996
2014,12,staffordshire,6436
2014,12,suffolk,4374
2014,12,surrey,6639
2014,12,sussex,10061
2014,12,thames-valley,10886
2014,12,warwickshire,3304
2014,12,west-mercia,7704
2014,12,west-midlands,18447
2014,12,west-yorkshire,17803
2014,12,wiltshire,4046
2015,1,avon-and-somerset,10488
2015,1,bedfordshire,4474
2015,1,btp,3763
2015,1,cambridgeshire,5001
2015,1,cheshire,6153
2015,1,city-of-london,502
2015,1,cleveland,6552
2015,1,cumbria,2997
2015,1,derbyshire,7267
2015,1,devon-and-cornwall,8674
2015,1,dorset,4605
2015,1,durham,4368
2015,1,dyfed-powys,2573
2015,1,essex,11558
2015,1,gloucestershire,3706
2015,1,greater-manchester,25221
2015,1,gwent,3893
2015,1,hampshire,13376
2015,1,hertfordshire,6472
2015,1,humberside,6324
2015,1,kent,11795
2015,1,lancashire,11982
2015,1,leicestershire,5754
2015,1,lincolnshire,4003
2015,1,merseyside,11186
2015,1,metropolitan,72072
2015,1,norfolk,5057
2015,1,north-wales,5073
2015,1,north-yorkshire,4500
2015,1,northamptonshire,5919
2015,1,northern-ireland,11369
2015,1,northumbria,10775
2015,1,nottinghamshire,8241
2015,1,south-wales,9152
2015,1,south-yorkshire,13630
2015,1,staffordshire,7002
2015,1,suffolk,4370
2015,1,surrey,6202
2015,1,sussex,10232
2015,1,thames-valley,10996
2015,1,warwickshire,3259
2015,1,west-mercia,7971
2015,1,west-midlands,19095
2015,1,west-yorkshire,18478
2015,1,wiltshire,3973
2015,2,avon-and-somerset,9975
2015,2,bedfordshire,4504
2015,2,btp,3560
2015,2,cambridgeshire,5020
2015,2,cheshire,6245
2015,2,city-of-london,469
2015,2,cleveland,6450
2015,2,cumbria,3228
2015,2,derbyshire,6696
2015,2,devon-and-cornwall,8496
2015,2,dorset,4330
2015,2,durham,4110
2015,2,dyfed-powys,2442
2015,2,essex,11558
2015,2,gloucestershire,3651
2015,2,greater-manchester,25403
2015,2,gwent,4265
2015,2,hampshire,13009
2015,2,hertfordshire,6302
2015,2,humberside,5979
2015,2,kent,11203
2015,2,lancashire,11571
2015,2,leicestershire,5589
2015,2,lincolnshire,3966
2015,2,merseyside,11271
2015,2,metropolitan,68003
2015,2,norfolk,4873
2015,2,north-wales,4163
2015,2,north-yorkshire,4646
2015,2,northamptonshire,5804
2015,2,northern-ireland,11741
2015,2,northumbria,11002
2015,2,nottinghamshire,8113
2015,2,south-wales,8786
2015,2,south-yorkshire,12969
2015,2,staffordshire,6533
2015,2,suffolk,4231
2015,2,surrey,6233
2015,2,sussex,9672
2015,2,thames-valley,10963
2015,2,warwickshire,3236
2015,2,west-mercia,7850
2015,2,west-midlands,17813
2015,2,west-yorkshire,17706
2015,2,wiltshire,3750
2015,3,avon-and-somerset,11321
2015,3,bedfordshire,5206
2015,3,btp,4288
2015,3,cambridgeshire,5830
2015,3,cheshire,7034
2015,3,city-of-london,511
2015,3,cleveland,7463
2015,3,cumbria,3634
2015,3,derbyshire,8100
2015,3,devon-and-cornwall,9709
2015,3,dorset,5127
2015,3,durham,4782
2015,3,dyfed-powys,2968
2015,3,essex,13375
2015,3,gloucestershire,4433
2015,3,greater-manchester,28245
2015,3,gwent,4780
2015,3,hampshire,15417
2015,3,hertfordshire,7076
2015,3,humberside,6942
2015,3,kent,12937
2015,3,lancashire,13490
2015,3,leicestershire,6449
2015,3,lincolnshire,4608
2015,3,merseyside,12585
2015,3,metropolitan,77393
2015,3,norfolk,5774
2015,3,north-wales,4667
2015,3,north-yorkshire,5563
2015,3,northamptonshire,6563
2015,3,northern-ireland,13404
2015,3,northumbria,12851
2015,3,nottinghamshire,9149
2015,3,south-wales,10454
2015,3,south-yorkshire,14039
2015,3,staffordshire,7430
2015,3,suffolk,5093
2015,3,surrey,7369
2015,3,sussex,11439
2015,3,thames-valley,12748
2015,3,warwickshire,3650
2015,3,west-mercia,8980
2015,3,west-midlands,19714
2015,3,west-yorkshire,20813
2015,3,wiltshire,4508
2015,4,avon-and-somerset,12012
2015,4,bedfordshire,5308
2015,4,btp,3953
2015,4,cambridgeshire,5793
2015,4,cheshire,7157
2015,4,city-of-london,479
2015,4,cleveland,7662
2015,4,cumbria,3735
2015,4,derbyshire,8440
2015,4,devon-and-cornwall,9991
2015,4,dorset,4999
2015,4,durham,4723
2015,4,dyfed-powys,3035
2015,4,essex,13201
2015,4,gloucestershire,4450
2015,4,greater-manchester,29882
2015,4,gwent,5279
2015,4,hampshire,15403
2015,4,hertfordshire,7080
2015,4,humberside,6718
2015,4,kent,13130
2015,4,lancashire,13869
2015,4,leicestershire,5913
2015,4,lincolnshire,4580
2015,4,merseyside,13497
2015,4,metropolitan,74218
2015,4,norfolk,5906
2015,4,north-wales,5055
2015,4,north-yorkshire,5691
2015,4,northamptonshire,6562
2015,4,northern-ireland,13905
2015,4,northumbria,13585
2015,4,nottinghamshire,9355
2015,4,south-wales,10902
2015,4,south-yorkshire,14846
2015,4,staffordshire,7821
2015,4,suffolk,4994
2015,4,surrey,7548
2015,4,sussex,11120
2015,4,thames-valley,12706
2015,4,warwickshire,3731
2015,4,west-mercia,9564
2015,4,west-midlands,19820
2015,4,west-yorkshire,21285
2015,4,wiltshire,4806
2015,5,avon-and-somerset,13057
2015,5,bedfordshire,5578
2015,5,btp,4065
2015,5,cambridgeshire,6075
2015,5,cheshire,7415
2015,5,city-of-london,472
2015,5,cleveland,7251
2015,5,cumbria,3707
2015,5,derbyshire,8213
2015,5,devon-and-cornwall,10764
2015,5,dorset,4644
2015,5,durham,5007
2015,5,dyfed-powys,3284
2015,5,essex,14212
2015,5,gloucestershire,4668
2015,5,greater-manchester,29851
2015,5,gwent,5284
2015,5,hampshire,15830
2015,5,hertfordshire,7815
2015,5,humberside,6881
2015,5,kent,13408
2015,5,lancashire,14191
2015,5,leicestershire,5189
2015,5,lincolnshire,4655
2015,5,merseyside,13272
2015,5,metropolitan,79445
2015,5,norfolk,6259
2015,5,north-wales,4973
2015,5,north-yorkshire,5983
2015,5,northamptonshire,6600
2015,5,northern-ireland,13605
2015,5,northumbria,13356
2015,5,nottinghamshire,9844
2015,5,south-wales,10606
2015,5,south-yorkshire,14728
2015,5,staffordshire,7261
2015,5,suffolk,5450
2015,5,surrey,8371
2015,5,sussex,11975
2015,5,thames-valley,13462
2015,5,warwickshire,4199
2015,5,west-mercia,9948
2015,5,west-midlands,20521
2015,5,west-yorkshire,22448
2015,5,wiltshire,4804
2015,6,avon-and-somerset,13702
2015,6,bedfordshire,5473
2015,6,btp,4025
2015,6,cambridgeshire,6147
2015,6,cheshire,7331
2015,6,city-of-london,489
2015,6,cleveland,7738
2015,6,cumbria,3657
2015,6,derbyshire,8408
2015,6,devon-and-cornwall,10120
2015,6,dorset,5005
2015,6,durham,4788
2015,6,dyfed-powys,3140
2015,6,essex,14306
2015,6,gloucestershire,4671
2015,6,greater-manchester,30097
2015,6,gwent,5712
2015,6,hampshire,16154
2015,6,hertfordshire,7594
2015,6,humberside,6973
2015,6,kent,13553
2015,6,lancashire,14291
2015,6,leicestershire,6181
2015,6,lincolnshire,4765
2015,6,merseyside,13324
2015,6,metropolitan,82387
2015,6,norfolk,6077
2015,6,north-wales,5139
2015,6,north-yorkshire,6121
2015,6,northamptonshire,6311
2015,6,northern-ireland,14465
2015,6,northumbria,13216
2015,6,nottinghamshire,10029
2015,6,south-wales,11264
2015,6,south-yorkshire,14973
2015,6,staffordshire,8466
2015,6,suffolk,5371
2015,6,surrey,8493
2015,6,sussex,12727
2015,6,thames-valley,13795
2015,6,warwickshire,4248
2015,6,west-mercia,10299
2015,6,west-midlands,21418
2015,6,west-yorkshire,22352
2015,6,wiltshire,5004
2015,7,avon-and-somerset,13906
2015,7,bedfordshire,5795
2015,7,btp,4450
2015,7,cambridgeshire,6659
2015,7,cheshire,7633
2015,7,city-of-london,531
2015,7,cleveland,7929
2015,7,cumbria,3623
2015,7,derbyshire,8918
2015,7,devon-and-cornwall,10969
2015,7,dorset,5307
2015,7,durham,5142
2015,7,dyfed-powys,3569
2015,7,essex,14788
2015,7,gloucestershire,4575
2015,7,greater-manchester,30356
2015,7,gwent,5860
2015,7,hampshire,15973
2015,7,hertfordshire,8364
2015,7,humberside,7741
2015,7,kent,14384
2015,7,lancashire,14890
2015,7,leicestershire,6489
2015,7,lincolnshire,5332
2015,7,merseyside,13656
2015,7,metropolitan,85515
2015,7,norfolk,6241
2015,7,north-wales,5416
2015,7,north-yorkshire,6476
2015,7,northamptonshire,6956
2015,7,northern-ireland,14274
2015,7,northumbria,13795
2015,7,nottinghamshire,10373
2015,7,south-wales,11469
2015,7,south-yorkshire,15821
2015,7,staffordshire,8735
2015,7,suffolk,5450
2015,7,surrey,8933
2015,7,sussex,12960
2015,7,thames-valley,14917
2015,7,warwickshire,4425
2015,7,west-mercia,10612
2015,7,west-midlands,21754
2015,7,west-yorkshire,22937
2015,7,wiltshire,4999
2015,8,avon-and-somerset,12794
2015,8,bedfordshire,5348
2015,8,btp,4307
2015,8,cambridgeshire,6220
2015,8,cheshire,7656
2015,8,city-of-london,495
2015,8,cleveland,8223
2015,8,cumbria,3747
2015,8,derbyshire,8655
2015,8,devon-and-cornwall,10738
2015,8,dorset,5244
2015,8,durham,5011
2015,8,dyfed-powys,3358
2015,8,essex,14091
2015,8,gloucestershire,4561
2015,8,greater-manchester,30386
2015,8,gwent,5468
2015,8,hampshire,15456
2015,8,hertfordshire,7776
2015,8,humberside,7485
2015,8,kent,14150
2015,8,lancashire,15269
2015,8,leicestershire,6792
2015,8,lincolnshire,5285
2015,8,merseyside,13355
2015,8,metropolitan,80320
2015,8,norfolk,6178
2015,8,north-wales,5296
2015,8,north-yorkshire,6321
2015,8,northamptonshire,6506
2015,8,northern-ireland,14733
2015,8,northumbria,13936
2015,8,nottinghamshire,9889
2015,8,south-wales,11025
2015,8,south-yorkshire,15761
2015,8,staffordshire,8276
2015,8,suffolk,5269
2015,8,surrey,8358
2015,8,sussex,12888
2015,8,thames-valley,13532
2015,8,warwickshire,4166
2015,8,west-mercia,10262
2015,8,west-midlands,20561
2015,8,west-yorkshire,22797
2015,8,wiltshire,5057
2015,9,avon-and-somerset,11362
2015,9,bedfordshire,4753
2015,9,btp,4203
2015,9,cambridgeshire,5633
2015,9,cheshire,7062
2015,9,city-of-london,486
2015,9,cleveland,7682
2015,9,cumbria,3363
2015,9,derbyshire,8031
2015,9,devon-and-cornwall,9499
2015,9,dorset,4705
2015,9,durham,4667
2015,9,dyfed-powys,2950
2015,9,essex,13583
2015,9,gloucestershire,4476
2015,9,greater-manchester,28498
2015,9,gwent,5273
2015,9,hampshire,14274
2015,9,hertfordshire,7359
2015,9,humberside,7355
2015,9,kent,12587
2015,9,lancashire,14665
2015,9,leicestershire,5943
2015,9,lincolnshire,4637
2015,9,merseyside,12919
2015,9,metropolitan,76036
2015,9,norfolk,5711
2015,9,north-wales,5072
2015,9,north-yorkshire,5498
2015,9,northamptonshire,6171
2015,9,northern-ireland,13815
2015,9,northumbria,12602
2015,9,nottinghamshire,8712
2015,9,south-wales,10574
2015,9,south-yorkshire,14857
2015,9,staffordshire,8229
2015,9,suffolk,4714
2015,9,surrey,7556
2015,9,sussex,11450
2015,9,thames-valley,12437
2015,9,warwickshire,3858
2015,9,west-mercia,9305
2015,9,west-midlands,20248
2015,9,west-yorkshire,21531
2015,9,wiltshire,4638
2015,10,avon-and-somerset,11893
2015,10,bedfordshire,5015
2015,10,btp,4447
2015,10,cambridgeshire,5984
2015,10,cheshire,7778
2015,10,city-of-london,466
2015,10,cleveland,8615
2015,10,cumbria,3276
2015,10,derbyshire,8443
2015,10,devon-and-cornwall,9810
2015,10,dorset,4884
2015,10,durham,5453
2015,10,dyfed-powys,3207
2015,10,essex,13845
2015,10,gloucestershire,4915
2015,10,greater-manchester,30925
2015,10,gwent,5519
2015,10,hampshire,14540
2015,10,hertfordshire,8107
2015,10,humberside,7848
2015,10,kent,13725
2015,10,lancashire,15358
2015,10,leicestershire,6242
2015,10,lincolnshire,4629
2015,10,merseyside,14823
2015,10,metropolitan,83519
2015,10,norfolk,5553
2015,10,north-wales,5434
2015,10,north-yorkshire,5948
2015,10,northamptonshire,6571
2015,10,northern-ireland,15344
2015,10,northumbria,14700
2015,10,nottinghamshire,9523
2015,10,south-wales,11290
2015,10,south-yorkshire,15862
2015,10,staffordshire,8392
2015,10,suffolk,5083
2015,10,surrey,7736
2015,10,sussex,11877
2015,10,thames-valley,12903
2015,10,warwickshire,4068
2015,10,west-mercia,9808
2015,10,west-midlands,21384
2015,10,west-yorkshire,23441
2015,10,wiltshire,4622
2015,11,avon-and-somerset,11167
2015,11,bedfordshire,4746
2015,11,btp,4496
2015,11,cambridgeshire,5831
2015,11,cheshire,6948
2015,11,city-of-london,485
2015,11,cleveland,7310
2015,11,cumbria,2697
2015,11,derbyshire,7456
2015,11,devon-and-cornwall,9079
2015,11,dorset,5253
2015,11,durham,4809
2015,11,dyfed-powys,2700
2015,11,essex,13318
2015,11,gloucestershire,4359
2015,11,greater-manchester,28140
2015,11,gwent,5023
2015,11,hampshire,13598
2015,11,hertfordshire,7430
2015,11,humberside,7467
2015,11,kent,12949
2015,11,lancashire,13193
2015,11,leicestershire,6290
2015,11,lincolnshire,4285
2015,11,merseyside,12241
2015,11,metropolitan,80708
2015,11,norfolk,5157
2015,11,north-wales,4538
2015,11,north-yorkshire,5157
2015,11,northamptonshire,6101
2015,11,northern-ireland,12095
2015,11,northumbria,13324
2015,11,nottinghamshire,8506
2015,11,south-wales,9656
2015,11,south-yorkshire,14362
2015,11,staffordshire,7499
2015,11,suffolk,5145
2015,11,surrey,7301
2015,11,sussex,10910
2015,11,thames-valley,12714
2015,11,warwickshire,3767
2015,11,west-mercia,8954
2015,11,west-midlands,20443
2015,11,west-yorkshire,22394
2015,11,wiltshire,4516
2015,12,avon-and-somerset,10690
2015,12,bedfordshire,5237
2015,12,btp,4578
2015,12,cambridgeshire,5648
2015,12,cheshire,6697
2015,12,city-of-london,538
2015,12,cleveland,6879
2015,12,cumbria,2807
2015,12,derbyshire,7309
2015,12,devon-and-cornwall,8931
2015,12,dorset,5014
2015,12,durham,4666
2015,12,dyfed-powys,2725
2015,12,essex,13150
2015,12,gloucestershire,4206
2015,12,greater-manchester,27206
2015,12,gwent,4769
2015,12,hampshire,13286
2015,12,hertfordshire,7574
2015,12,humberside,6663
2015,12,kent,13028
2015,12,lancashire,12819
2015,12,leicestershire,5983
2015,12,lincolnshire,4286
2015,12,merseyside,11792
2015,12,metropolitan,76984
2015,12,norfolk,5255
2015,12,north-wales,4418
2015,12,north-yorkshire,4873
2015,12,northamptonshire,6168
2015,12,northern-ireland,12664
2015,12,northumbria,12650
2015,12,nottinghamshire,7951
2015,12,south-wales,9469
2015,12,south-yorkshire,13621
2015,12,staffordshire,7446
2015,12,suffolk,4773
2015,12,surrey,6883
2015,12,sussex,10815
2015,12,thames-valley,12067
2015,12,warwickshire,3586
2015,12,west-mercia,8773
2015,12,west-midlands,19782
2015,12,west-yorkshire,21395
2015,12,wiltshire,4294
2016,1,avon-and-somerset,10734
2016,1,bedfordshire,5173
2016,1,btp,4463
2016,1,cambridgeshire,5721
2016,1,cheshire,6386
2016,1,city-of-london,431
2016,1,cleveland,6960
2016,1,cumbria,2907
2016,1,derbyshire,7366
2016,1,devon-and-cornwall,8534
2016,1,dorset,4774
2016,1,durham,4671
2016,1,dyfed-powys,2644
2016,1,essex,12815
2016,1,gloucestershire,4003
2016,1,greater-manchester,27007
2016,1,gwent,4591
2016,1,hampshire,13198
2016,1,hertfordshire,7483
2016,1,humberside,6358
2016,1,kent,12302
2016,1,lancashire,13128
2016,1,leicestershire,6074
2016,1,lincolnshire,4131
2016,1,merseyside,11134
2016,1,metropolitan,73801
2016,1,norfolk,5026
2016,1,north-wales,4460
2016,1,north-yorkshire,5012
2016,1,northamptonshire,6192
2016,1,northern-ireland,11780
2016,1,northumbria,12683
2016,1,nottinghamshire,8355
2016,1,south-wales,9490
2016,1,south-yorkshire,13753
2016,1,staffordshire,7817
2016,1,suffolk,4581
2016,1,surrey,6481
2016,1,sussex,10239
2016,1,thames-valley,11879
2016,1,warwickshire,3797
2016,1,west-mercia,8566
2016,1,west-midlands,19871
2016,1,west-yorkshire,21380
2016,1,wiltshire,4228
2016,2,avon-and-somerset,10342
2016,2,bedfordshire,4939
2016,2,cambridgeshire,5386
2016,2,cheshire,6495
2016,2,city-of-london,478
2016,2,cleveland,7016
2016,2,cumbria,3158
2016,2,derbyshire,7218
2016,2,devon-and-cornwall,8365
2016,2,dorset,4600
2016,2,durham,4696
2016,2,dyfed-powys,2620
2016,2,essex,12367
2016,2,gloucestershire,3863
2016,2,greater-manchester,26422
2016,2,gwent,4555
2016,2,hampshire,12962
2016,2,hertfordshire,7173
2016,2,humberside,6668
2016,2,kent,12456
2016,2,lancashire,12967
2016,2,leicestershire,6067
2016,2,lincolnshire,4074
2016,2,merseyside,11244
2016,2,metropolitan,72152
2016,2,norfolk,4750
2016,2,north-wales,4520
2016,2,north-yorkshire,5026
2016,2,northamptonshire,6360
2016,2,northern-ireland,11946
2016,2,northumbria,13521
2016,2,nottinghamshire,10236
2016,2,south-wales,9459
2016,2,south-yorkshire,13655
2016,2,staffordshire,7649
2016,2,suffolk,4248
2016,2,surrey,6389
2016,2,sussex,10139
2016,2,thames-valley,11730
2016,2,warwickshire,3658
2016,2,west-mercia,8712
2016,2,west-midlands,19403
2016,2,west-yorkshire,21619
2016,2,wiltshire,4132
2016,3,avon-and-somerset,11517
2016,3,bedfordshire,5304
2016,3,cambridgeshire,5853
2016,3,cheshire,6750
2016,3,city-of-london,468
2016,3,cleveland,7962
2016,3,cumbria,3322
2016,3,derbyshire,7905
2016,3,devon-and-cornwall,9839
2016,3,dorset,5400
2016,3,durham,5120
2016,3,dyfed-powys,3128
2016,3,essex,13598
2016,3,gloucestershire,4283
2016,3,greater-manchester,28516
2016,3,gwent,3887
2016,3,hampshire,13969
2016,3,hertfordshire,7728
2016,3,humberside,7548
2016,3,kent,13204
2016,3,lancashire,14712
2016,3,leicestershire,6318
2016,3,lincolnshire,4366
2016,3,merseyside,12561
2016,3,metropolitan,75920
2016,3,norfolk,5687
2016,3,north-wales,5383
2016,3,north-yorkshire,5537
2016,3,northamptonshire,7686
2016,3,northern-ireland,13722
2016,3,northumbria,14794
2016,3,nottinghamshire,8928
2016,3,south-wales,10913
2016,3,south-yorkshire,14253
2016,3,staffordshire,8412
2016,3,suffolk,4663
2016,3,surrey,6948
2016,3,sussex,10983
2016,3,thames-valley,12580
2016,3,warwickshire,4055
2016,3,west-mercia,9517
2016,3,west-midlands,20892
2016,3,west-yorkshire,23629
2016,3,wiltshire,4456
2016,4,avon-and-somerset,12027
2016,4,bedfordshire,5110
2016,4,cambridgeshire,6087
2016,4,cheshire,6707
2016,4,city-of-london,491
2016,4,cleveland,7562
2016,4,cumbria,3091
2016,4,derbyshire,7658
2016,4,devon-and-cornwall,9574
2016,4,dorset,5433
2016,4,durham,5003
2016,4,dyfed-powys,2913
2016,4,essex,13775
2016,4,gloucestershire,4234
2016,4,greater-manchester,28258
2016,4,gwent,4808
2016,4,hampshire,14179
2016,4,hertfordshire,7913
2016,4,humberside,7231
2016,4,kent,13368
2016,4,lancashire,13987
2016,4,leicestershire,6515
2016,4,lincolnshire,4291
2016,4,merseyside,13134
2016,4,metropolitan,76110
2016,4,norfolk,5425
2016,4,north-wales,5367
2016,4,north-yorkshire,5324
2016,4,northamptonshire,7613
2016,4,northern-ireland,12428
2016,4,northumbria,14445
2016,4,nottinghamshire,8603
2016,4,south-wales,10508
2016,4,south-yorkshire,14540
2016,4,staffordshire,8487
2016,4,suffolk,4582
2016,4,surrey,6782
2016,4,sussex,11181
2016,4,thames-valley,12762
2016,4,warwickshire,4215
2016,4,west-mercia,9491
2016,4,west-midlands,20316
2016,4,west-yorkshire,23235
2016,4,wiltshire,4506
2016,5,avon-and-somerset,12960
2016,5,bedfordshire,5472
2016,5,cambridgeshire,6713
2016,5,cheshire,7867
2016,5,city-of-london,452
2016,5,cleveland,7763
2016,5,cumbria,3457
2016,5,derbyshire,8398
2016,5,devon-and-cornwall,10869
2016,5,dorset,5539
2016,5,durham,5191
2016,5,dyfed-powys,3615
2016,5,essex,14932
2016,5,gloucestershire,4488
2016,5,greater-manchester,30722
2016,5,gwent,5567
2016,5,hampshire,15557
2016,5,hertfordshire,8670
2016,5,humberside,7956
2016,5,kent,14417
2016,5,lancashire,15844
2016,5,leicestershire,7036
2016,5,lincolnshire,4928
2016,5,merseyside,13781
2016,5,metropolitan,86018
2016,5,norfolk,6040
2016,5,north-wales,5605
2016,5,north-yorkshire,5836
2016,5,northamptonshire,8620
2016,5,northern-ireland,13869
2016,5,northumbria,15845
2016,5,nottinghamshire,9452
2016,5,south-wales,11546
2016,5,south-yorkshire,15293
2016,5,staffordshire,9065
2016,5,suffolk,4916
2016,5,surrey,7383
2016,5,sussex,12412
2016,5,thames-valley,13870
2016,5,warwickshire,4391
2016,5,west-mercia,10364
2016,5,west-midlands,22169
2016,5,west-yorkshire,24678
2016,5,wiltshire,4806
2016,6,avon-and-somerset,13081
2016,6,bedfordshire,5423
2016,6,cambridgeshire,6830
2016,6,cheshire,7652
2016,6,city-of-london,470
2016,6,cleveland,7621
2016,6,cumbria,3213
2016,6,derbyshire,8024
2016,6,devon-and-cornwall,10976
2016,6,dorset,5815
2016,6,durham,4619
2016,6,dyfed-powys,3416
2016,6,essex,14264
2016,6,gloucestershire,4509
2016,6,greater-manchester,30111
2016,6,gwent,5886
2016,6,hampshire,15626
2016,6,hertfordshire,8677
2016,6,humberside,7644
2016,6,kent,14502
2016,6,lancashire,15432
2016,6,leicestershire,7010
2016,6,lincolnshire,4657
2016,6,merseyside,13420
2016,6,metropolitan,84930
2016,6,norfolk,6215
2016,6,north-wales,4916
2016,6,north-yorkshire,5746
2016,6,northamptonshire,8004
2016,6,northern-ireland,13542
2016,6,northumbria,14774
2016,6,nottinghamshire,9156
2016,6,south-wales,10884
2016,6,south-yorkshire,15030
2016,6,staffordshire,9563
2016,6,suffolk,4976
2016,6,surrey,7059
2016,6,sussex,12309
2016,6,thames-valley,13552
2016,6,warwickshire,4354
2016,6,west-mercia,10634
2016,6,west-midlands,21814
2016,6,west-yorkshire,23928
2016,6,wiltshire,4961
2016,7,avon-and-somerset,13220
2016,7,bedfordshire,6122
2016,7,cambridgeshire,7573
2016,7,cheshire,8248
2016,7,city-of-london,500
2016,7,cleveland,8500
2016,7,cumbria,3331
2016,7,derbyshire,8785
2016,7,devon-and-cornwall,11608
2016,7,dorset,6346
2016,7,durham,5764
2016,7,dyfed-powys,3689
2016,7,essex,15647
2016,7,gloucestershire,5013
2016,7,greater-manchester,31255
2016,7,gwent,5749
2016,7,hampshire,16965
2016,7,hertfordshire,9428
2016,7,humberside,8323
2016,7,kent,15669
2016,7,lancashire,15921
2016,7,leicestershire,7104
2016,7,lincolnshire,5241
2016,7,merseyside,14019
2016,7,metropolitan,92629
2016,7,norfolk,6379
2016,7,north-wales,4853
2016,7,north-yorkshire,6346
2016,7,northamptonshire,7974
2016,7,northern-ireland,13934
