Year,Month,Section,Amount
2012,10,north-yorkshire,6413
2012,10,northamptonshire,6813
2012,10,northern-ireland,14718
2012,10,northumbria,13828
2012,10,nottinghamshire,8858
2012,10,south-wales,11078
2012,10,south-yorkshire,15872
2012,10,staffordshire,7805
2012,10,suffolk,5674
2012,10,surrey,7529
2012,10,sussex,12955
2012,10,thames-valley,14496
2012,10,warwickshire,4328
2012,10,west-mercia,9992
2012,10,west-midlands,21354
2012,10,west-yorkshire,22406
2012,10,wiltshire,4926
2012,11,avon-and-somerset,12237
2012,11,bedfordshire,4678
2012,11,btp,4985
2012,11,cambridgeshire,6187
2012,11,cheshire,7912
2012,11,city-of-london,533
2012,11,cleveland,6454
2012,11,cumbria,3806
2012,11,derbyshire,7940
2012,11,devon-and-cornwall,9654
2012,11,dorset,5747
2012,11,durham,4778
2012,11,dyfed-powys,3328
2012,11,essex,12682
2012,11,gloucestershire,4449
2012,11,greater-manchester,25261
2012,11,gwent,4251
2012,11,hampshire,13240
2012,11,hertfordshire,7011
2012,11,humberside,7095
2012,11,kent,12610
2012,11,lancashire,14119
2012,11,leicestershire,6976
2012,11,lincolnshire,5139
2012,11,merseyside,12814
2012,11,metropolitan,88758
2012,11,norfolk,5499
2012,11,north-wales,4996
2012,11,north-yorkshire,5582
2012,11,northamptonshire,6339
2012,11,northern-ireland,12476
2012,11,northumbria,12835
2012,11,nottinghamshire,8415
2012,11,south-wales,10811
2012,11,south-yorkshire,15041
2012,11,staffordshire,7109
2012,11,suffolk,5386
2012,11,surrey,7110
2012,11,sussex,12233
2012,11,thames-valley,12439
2012,11,warwickshire,3799
2012,11,west-mercia,9137
2012,11,west-midlands,20342
2012,11,west-yorkshire,21454
2012,11,wiltshire,4570
2012,12,avon-and-somerset,11329
2012,12,bedfordshire,4487
2012,12,btp,4589
2012,12,cambridgeshire,5518
2012,12,cheshire,7427
2012,12,city-of-london,546
2012,12,cleveland,5885
2012,12,cumbria,4004
2012,12,derbyshire,7456
2012,12,devon-and-cornwall,9109
2012,12,dorset,5067
2012,12,durham,4263
2012,12,dyfed-powys,3169
2012,12,essex,11737
2012,12,gloucestershire,4261
2012,12,greater-manchester,23227
2012,12,gwent,3612
2012,12,hampshire,12059
2012,12,hertfordshire,6213
2012,12,humberside,6312
2012,12,kent,11987
2012,12,lancashire,13079
2012,12,leicestershire,5823
2012,12,lincolnshire,4590
2012,12,merseyside,10802
2012,12,metropolitan,81580
2012,12,norfolk,5169
2012,12,north-wales,4635
2012,12,north-yorkshire,5214
2012,12,northamptonshire,6345
2012,12,northern-ireland,12264
2012,12,northumbria,11072
2012,12,nottinghamshire,7809
2012,12,south-wales,9110
2012,12,south-yorkshire,13485
2012,12,staffordshire,6030
2012,12,suffolk,4936
2012,12,surrey,6700
2012,12,sussex,10559
2012,12,thames-valley,11598
2012,12,warwickshire,3602
2012,12,west-mercia,8713
2012,12,west-midlands,19100
2012,12,west-yorkshire,18962
2012,12,wiltshire,4198
2013,1,avon-and-somerset,11429
2013,1,bedfordshire,5062
2013,1,btp,4499
2013,1,cambridgeshire,5978
2013,1,cheshire,7572
2013,1,city-of-london,560
2013,1,cleveland,6722
2013,1,cumbria,3789
2013,1,derbyshire,8502
2013,1,devon-and-cornwall,9234
2013,1,dorset,5117
2013,1,durham,5097
2013,1,dyfed-powys,3134
2013,1,essex,12726
2013,1,gloucestershire,4228
2013,1,greater-manchester,25382
2013,1,gwent,3954
2013,1,hampshire,13717
2013,1,hertfordshire,7241
2013,1,humberside,7144
2013,1,kent,12582
2013,1,lancashire,13774
2013,1,leicestershire,6493
2013,1,lincolnshire,5021
2013,1,merseyside,12370
2013,1,metropolitan,83286
2013,1,norfolk,5607
2013,1,north-wales,4873
2013,1,north-yorkshire,5552
2013,1,northamptonshire,6463
2013,1,northern-ireland,12255
2013,1,northumbria,12495
2013,1,nottinghamshire,8318
2013,1,south-wales,9312
2013,1,south-yorkshire,15839
2013,1,staffordshire,7395
2013,1,suffolk,5301
2013,1,surrey,7292
2013,1,sussex,11192
2013,1,thames-valley,12754
2013,1,warwickshire,3886
2013,1,west-mercia,8757
2013,1,west-midlands,20461
2013,1,west-yorkshire,21420
2013,1,wiltshire,4276
2013,2,avon-and-somerset,10740
2013,2,bedfordshire,4437
2013,2,btp,4379
2013,2,cambridgeshire,5234
2013,2,cheshire,6828
2013,2,city-of-london,495
2013,2,cleveland,5932
2013,2,cumbria,3923
2013,2,derbyshire,7336
2013,2,devon-and-cornwall,8981
2013,2,dorset,5161
2013,2,durham,4138
2013,2,dyfed-powys,3152
2013,2,essex,11516
2013,2,gloucestershire,4017
2013,2,greater-manchester,23393
2013,2,gwent,3862
2013,2,hampshire,12259
2013,2,hertfordshire,5999
2013,2,humberside,6196
2013,2,kent,10931
2013,2,lancashire,12594
2013,2,leicestershire,6111
2013,2,lincolnshire,4630
2013,2,merseyside,11456
2013,2,metropolitan,75432
2013,2,norfolk,4645
2013,2,north-wales,4567
2013,2,north-yorkshire,4909
2013,2,northamptonshire,5785
2013,2,northern-ireland,12352
2013,2,northumbria,11867
2013,2,nottinghamshire,7763
2013,2,south-wales,9498
2013,2,south-yorkshire,13307
2013,2,staffordshire,6476
2013,2,suffolk,4505
2013,2,surrey,6550
2013,2,sussex,10460
2013,2,thames-valley,12007
2013,2,warwickshire,3441
2013,2,west-mercia,8080
2013,2,west-midlands,18505
2013,2,west-yorkshire,19157
2013,2,wiltshire,4052
2013,3,avon-and-somerset,12217
2013,3,bedfordshire,4686
2013,3,btp,4943
2013,3,cambridgeshire,5439
2013,3,cheshire,7454
2013,3,city-of-london,552
2013,3,cleveland,6461
2013,3,cumbria,3923
2013,3,derbyshire,7903
2013,3,devon-and-cornwall,9625
2013,3,dorset,5463
2013,3,durham,4472
2013,3,dyfed-powys,3426
2013,3,essex,12860
2013,3,gloucestershire,4364
2013,3,greater-manchester,25770
2013,3,gwent,4401
2013,3,hampshire,13545
2013,3,hertfordshire,6385
2013,3,humberside,6684
2013,3,kent,11964
2013,3,lancashire,13260
2013,3,leicestershire,6734
2013,3,lincolnshire,4640
2013,3,merseyside,12462
2013,3,metropolitan,79502
2013,3,norfolk,5141
2013,3,north-wales,5250
2013,3,north-yorkshire,5259
2013,3,northamptonshire,5959
2013,3,northern-ireland,13252
2013,3,northumbria,12659
2013,3,nottinghamshire,8297
2013,3,south-wales,9837
2013,3,south-yorkshire,14617
2013,3,staffordshire,6721
2013,3,suffolk,5055
2013,3,surrey,6943
2013,3,sussex,11575
2013,3,thames-valley,12382
2013,3,warwickshire,3133
2013,3,west-mercia,8709
2013,3,west-midlands,19807
2013,3,west-yorkshire,19836
2013,3,wiltshire,4406
2013,4,avon-and-somerset,12460
2013,4,bedfordshire,4583
2013,4,btp,4897
2013,4,cambridgeshire,5643
2013,4,cheshire,8003
2013,4,city-of-london,534
2013,4,cleveland,6780
2013,4,cumbria,3923
2013,4,derbyshire,8158
2013,4,devon-and-cornwall,9781
2013,4,dorset,5344
2013,4,durham,4737
2013,4,dyfed-powys,3413
2013,4,essex,12105
2013,4,gloucestershire,4453
2013,4,greater-manchester,25925
2013,4,gwent,4469
2013,4,hampshire,13493
2013,4,hertfordshire,6550
2013,4,humberside,7195
2013,4,kent,11363
2013,4,lancashire,14122
2013,4,leicestershire,6845
2013,4,lincolnshire,4795
2013,4,merseyside,12514
2013,4,metropolitan,82864
2013,4,norfolk,5434
2013,4,north-wales,5242
2013,4,north-yorkshire,5217
2013,4,northamptonshire,6048
2013,4,northern-ireland,13326
2013,4,northumbria,12055
2013,4,nottinghamshire,8566
2013,4,south-wales,9604
2013,4,south-yorkshire,14522
2013,4,staffordshire,7399
2013,4,suffolk,5267
2013,4,surrey,7043
2013,4,sussex,11491
2013,4,thames-valley,12747
2013,4,warwickshire,3891
2013,4,west-mercia,9129
2013,4,west-midlands,20479
2013,4,west-yorkshire,20402
2013,4,wiltshire,4346
2013,5,avon-and-somerset,12863
2013,5,bedfordshire,4313
2013,5,btp,4665
2013,5,cambridgeshire,5953
2013,5,cheshire,8175
2013,5,city-of-london,546
2013,5,cleveland,6893
2013,5,cumbria,4188
2013,5,derbyshire,8596
2013,5,devon-and-cornwall,11006
2013,5,dorset,5802
2013,5,durham,4783
2013,5,dyfed-powys,3470
2013,5,essex,13168
2013,5,gloucestershire,4837
2013,5,greater-manchester,26831
2013,5,gwent,4583
2013,5,hampshire,14117
2013,5,hertfordshire,6532
2013,5,humberside,7561
2013,5,kent,12886
2013,5,lancashire,15492
2013,5,leicestershire,7326
2013,5,lincolnshire,5105
2013,5,merseyside,12536
2013,5,metropolitan,82401
2013,5,norfolk,5793
2013,5,north-wales,5542
2013,5,north-yorkshire,5772
2013,5,northamptonshire,6028
2013,5,northern-ireland,13064
2013,5,northumbria,12019
2013,5,nottinghamshire,8945
2013,5,south-wales,9674
2013,5,south-yorkshire,14957
2013,5,staffordshire,7570
2013,5,suffolk,5357
2013,5,surrey,7606
2013,5,sussex,10858
2013,5,thames-valley,13608
2013,5,warwickshire,4192
2013,5,west-mercia,9958
2013,5,west-midlands,21299
2013,5,west-yorkshire,21247
2013,5,wiltshire,4579
2013,6,avon-and-somerset,13467
2013,6,bedfordshire,4580
2013,6,btp,4712
2013,6,cambridgeshire,6257
2013,6,cheshire,8278
2013,6,city-of-london,549
2013,6,cleveland,7151
2013,6,cumbria,4451
2013,6,derbyshire,9005
2013,6,devon-and-cornwall,11440
2013,6,dorset,5987
2013,6,durham,5098
2013,6,dyfed-powys,3638
2013,6,essex,13416
2013,6,gloucestershire,4788
2013,6,greater-manchester,27802
2013,6,gwent,4792
2013,6,hampshire,15053
2013,6,hertfordshire,6271
2013,6,humberside,7626
2013,6,kent,13138
2013,6,lancashire,16120
2013,6,leicestershire,7603
2013,6,lincolnshire,5304
2013,6,merseyside,12391
2013,6,metropolitan,84270
2013,6,norfolk,5832
2013,6,north-wales,5577
2013,6,north-yorkshire,6047
2013,6,northamptonshire,6447
2013,6,northern-ireland,13703
2013,6,northumbria,12578
2013,6,nottinghamshire,8903
2013,6,south-wales,10296
2013,6,south-yorkshire,14684
2013,6,staffordshire,7248
2013,6,suffolk,5744
2013,6,surrey,7908
2013,6,sussex,11180
2013,6,thames-valley,14048
2013,6,warwickshire,4462
2013,6,west-mercia,9741
2013,6,west-midlands,21336
2013,6,west-yorkshire,21586
2013,6,wiltshire,5101
2013,7,avon-and-somerset,15254
2013,7,bedfordshire,5376
2013,7,btp,4915
2013,7,cambridgeshire,6726
2013,7,cheshire,9120
2013,7,city-of-london,568
2013,7,cleveland,8044
2013,7,cumbria,5167
2013,7,derbyshire,9771
2013,7,devon-and-cornwall,13069
2013,7,dorset,6593
2013,7,durham,5638
2013,7,dyfed-powys,4061
2013,7,essex,15177
2013,7,gloucestershire,5169
2013,7,greater-manchester,30023
2013,7,gwent,5585
2013,7,hampshire,16487
2013,7,hertfordshire,7222
2013,7,humberside,8176
2013,7,kent,14881
2013,7,lancashire,18557
2013,7,leicestershire,8055
2013,7,lincolnshire,5914
2013,7,merseyside,14252
2013,7,metropolitan,95254
2013,7,norfolk,6599
2013,7,north-wales,6275
2013,7,north-yorkshire,6598
2013,7,northamptonshire,7069
2013,7,northern-ireland,15215
2013,7,northumbria,14292
2013,7,nottinghamshire,9769
2013,7,south-wales,11625
2013,7,south-yorkshire,16645
2013,7,staffordshire,9366
2013,7,suffolk,6514
2013,7,surrey,8420
2013,7,sussex,13437
2013,7,thames-valley,15398
2013,7,warwickshire,5123
2013,7,west-mercia,9836
2013,7,west-midlands,24096
2013,7,west-yorkshire,23998
2013,7,wiltshire,5462
2013,8,avon-and-somerset,14461
2013,8,bedfordshire,5075
2013,8,btp,4908
2013,8,cambridgeshire,6828
2013,8,cheshire,8578
2013,8,city-of-london,520
2013,8,cleveland,7499
2013,8,cumbria,4756
2013,8,derbyshire,9201
2013,8,devon-and-cornwall,12891
2013,8,dorset,6461
2013,8,durham,5607
2013,8,dyfed-powys,4056
2013,8,essex,14798
2013,8,gloucestershire,4889
2013,8,greater-manchester,29615
2013,8,gwent,3734
2013,8,hampshire,16262
2013,8,hertfordshire,6708
2013,8,humberside,7680
2013,8,kent,15215
2013,8,lancashire,17327
2013,8,leicestershire,8085
2013,8,lincolnshire,5619
2013,8,merseyside,13477
2013,8,metropolitan,86753
2013,8,norfolk,6554
2013,8,north-wales,6363
2013,8,north-yorkshire,6893
2013,8,northamptonshire,6812
2013,8,northern-ireland,14465
2013,8,northumbria,13899
2013,8,nottinghamshire,9187
2013,8,south-wales,10709
2013,8,south-yorkshire,16671
2013,8,staffordshire,8429
2013,8,suffolk,6371
2013,8,surrey,7902
2013,8,sussex,12906
2013,8,thames-valley,14713
2013,8,warwickshire,4610
2013,8,west-mercia,9479
2013,8,west-midlands,22931
2013,8,west-yorkshire,22796
2013,8,wiltshire,5322
2013,9,avon-and-somerset,12763
2013,9,bedfordshire,4299
2013,9,btp,4587
2013,9,cambridgeshire,5959
2013,9,cheshire,7427
2013,9,city-of-london,507
2013,9,cleveland,6861
2013,9,cumbria,4063
2013,9,derbyshire,8346
2013,9,devon-and-cornwall,10731
2013,9,dorset,5536
2013,9,durham,4953
2013,9,dyfed-powys,3249
2013,9,essex,12256
2013,9,gloucestershire,4275
2013,9,greater-manchester,25448
2013,9,gwent,4690
2013,9,hampshire,14392
2013,9,hertfordshire,6092
2013,9,humberside,6829
2013,9,kent,13685
2013,9,lancashire,14719
2013,9,leicestershire,6674
2013,9,lincolnshire,4714
2013,9,merseyside,12014
2013,9,metropolitan,77970
2013,9,norfolk,5482
2013,9,north-wales,5309
2013,9,north-yorkshire,5746
2013,9,northamptonshire,5816
2013,9,northern-ireland,12832
2013,9,northumbria,12204
2013,9,nottinghamshire,8319
2013,9,south-wales,9989
2013,9,south-yorkshire,14529
2013,9,staffordshire,7376
2013,9,suffolk,5306
2013,9,surrey,6659
2013,9,sussex,11345
2013,9,thames-valley,12920
2013,9,warwickshire,3845
2013,9,west-mercia,8720
2013,9,west-midlands,20325
2013,9,west-yorkshire,20411
2013,9,wiltshire,4598
2013,10,avon-and-somerset,12927
2013,10,bedfordshire,4548
2013,10,btp,4807
2013,10,cambridgeshire,6059
2013,10,cheshire,7513
2013,10,city-of-london,587
2013,10,cleveland,7251
2013,10,cumbria,3919
2013,10,derbyshire,8487
2013,10,devon-and-cornwall,10262
2013,10,dorset,5318
2013,10,durham,5055
2013,10,dyfed-powys,3270
2013,10,essex,12914
2013,10,gloucestershire,4646
2013,10,greater-manchester,27538
2013,10,gwent,4607
2013,10,hampshire,13511
2013,10,hertfordshire,6274
2013,10,humberside,7097
2013,10,kent,13411
2013,10,lancashire,14836
2013,10,leicestershire,7190
2013,10,lincolnshire,4878
2013,10,merseyside,13614
2013,10,metropolitan,86086
2013,10,norfolk,5482
2013,10,north-wales,5337
2013,10,north-yorkshire,5816
2013,10,northamptonshire,5955
2013,10,northern-ireland,13804
2013,10,northumbria,12696
2013,10,nottinghamshire,8450
2013,10,south-wales,10484
2013,10,south-yorkshire,14827
2013,10,staffordshire,7662
2013,10,suffolk,5251
2013,10,surrey,6837
2013,10,sussex,11159
2013,10,thames-valley,13269
2013,10,warwickshire,3847
2013,10,west-mercia,9073
2013,10,west-midlands,20648
2013,10,west-yorkshire,20990
2013,10,wiltshire,4665
2013,11,avon-and-somerset,11735
2013,11,bedfordshire,4460
2013,11,btp,4375
2013,11,cambridgeshire,5657
2013,11,cheshire,7222
2013,11,city-of-london,535
2013,11,cleveland,6457
2013,11,cumbria,3636
2013,11,derbyshire,7768
2013,11,devon-and-cornwall,9613
2013,11,dorset,4877
2013,11,durham,4883
2013,11,dyfed-powys,3022
2013,11,essex,12109
2013,11,gloucestershire,4250
2013,11,greater-manchester,25192
2013,11,gwent,4393
2013,11,hampshire,12808
2013,11,hertfordshire,6030
2013,11,humberside,6811
2013,11,kent,12515
2013,11,lancashire,13655
2013,11,leicestershire,7192
2013,11,lincolnshire,4549
2013,11,merseyside,12491
2013,11,metropolitan,80776
2013,11,norfolk,5653
2013,11,north-wales,4714
2013,11,north-yorkshire,5427
2013,11,northamptonshire,5819
2013,11,northern-ireland,12208
2013,11,northumbria,11974
2013,11,nottinghamshire,8141
2013,11,south-wales,10061
2013,11,south-yorkshire,13969
2013,11,staffordshire,7074
2013,11,suffolk,4499
2013,11,surrey,6643
2013,11,sussex,11243
2013,11,thames-valley,12116
2013,11,warwickshire,3692
2013,11,west-mercia,8401
2013,11,west-midlands,19703
2013,11,west-yorkshire,20248
2013,11,wiltshire,4326
2013,12,avon-and-somerset,11598
2013,12,bedfordshire,4112
2013,12,btp,4096
2013,12,cambridgeshire,5473
2013,12,cheshire,6686
2013,12,city-of-london,474
2013,12,cleveland,5936
2013,12,cumbria,3743
2013,12,derbyshire,7542
2013,12,devon-and-cornwall,9043
2013,12,dorset,4624
2013,12,durham,4269
2013,12,dyfed-powys,2726
2013,12,essex,11606
2013,12,gloucestershire,4209
2013,12,greater-manchester,24466
2013,12,gwent,4071
2013,12,hampshire,11680
2013,12,hertfordshire,5869
2013,12,humberside,6462
2013,12,kent,11980
2013,12,lancashire,12698
2013,12,leicestershire,6304
2013,12,lincolnshire,4433
2013,12,merseyside,11829
2013,12,metropolitan,74386
2013,12,norfolk,4920
2013,12,north-wales,4381
2013,12,north-yorkshire,5133
2013,12,northamptonshire,5551
2013,12,northern-ireland,11693
2013,12,northumbria,10525
2013,12,nottinghamshire,7545
2013,12,south-wales,9605
2013,12,south-yorkshire,12859
2013,12,staffordshire,6515
2013,12,suffolk,4105
2013,12,surrey,6194
2013,12,sussex,9828
2013,12,thames-valley,11591
2013,12,warwickshire,3390
2013,12,west-mercia,8118
2013,12,west-midlands,18980
2013,12,west-yorkshire,18214
2013,12,wiltshire,4112
2014,1,avon-and-somerset,11256
2014,1,bedfordshire,4162
2014,1,btp,4349
2014,1,cambridgeshire,5434
2014,1,cheshire,6608
2014,1,city-of-london,449
2014,1,cleveland,5775
2014,1,cumbria,3500
2014,1,derbyshire,7224
2014,1,devon-and-cornwall,9257
2014,1,dorset,4623
2014,1,durham,4450
2014,1,dyfed-powys,2549
2014,1,essex,11073
2014,1,gloucestershire,4057
2014,1,greater-manchester,23738
2014,1,gwent,3998
2014,1,hampshire,11112
2014,1,hertfordshire,6127
2014,1,humberside,6657
2014,1,kent,11961
2014,1,lancashire,12517
2014,1,leicestershire,6093
2014,1,lincolnshire,4219
2014,1,merseyside,11548
2014,1,metropolitan,74694
2014,1,norfolk,4838
2014,1,north-wales,4153
2014,1,north-yorkshire,4636
2014,1,northamptonshire,5397
2014,1,northern-ireland,11798
2014,1,northumbria,11028
2014,1,nottinghamshire,7868
2014,1,south-wales,9296
2014,1,south-yorkshire,13124
2014,1,staffordshire,6557
2014,1,suffolk,4195
2014,1,surrey,6414
2014,1,sussex,10164
2014,1,thames-valley,11569
2014,1,warwickshire,3398
2014,1,west-mercia,8116
2014,1,west-midlands,18631
2014,1,west-yorkshire,18334
2014,1,wiltshire,3883
2014,2,avon-and-somerset,10721
2014,2,bedfordshire,4534
2014,2,btp,4149
2014,2,cambridgeshire,5282
2014,2,cheshire,6332
2014,2,city-of-london,506
2014,2,cleveland,5827
2014,2,cumbria,3269
2014,2,derbyshire,7014
2014,2,devon-and-cornwall,8526
2014,2,dorset,4480
2014,2,durham,4527
2014,2,dyfed-powys,2621
2014,2,essex,10521
2014,2,gloucestershire,3899
2014,2,greater-manchester,22509
2014,2,gwent,4044
2014,2,hampshire,10541
2014,2,hertfordshire,5835
2014,2,humberside,6638
2014,2,kent,11161
2014,2,lancashire,11673
2014,2,leicestershire,6338
2014,2,lincolnshire,4118
2014,2,merseyside,10873
2014,2,metropolitan,69284
2014,2,norfolk,4733
2014,2,north-wales,4087
2014,2,north-yorkshire,4333
2014,2,northamptonshire,5476
2014,2,northern-ireland,11343
2014,2,northumbria,11117
2014,2,nottinghamshire,7617
2014,2,south-wales,8861
2014,2,south-yorkshire,12623
2014,2,staffordshire,6243
2014,2,suffolk,4037
2014,2,surrey,5911
2014,2,sussex,8992
2014,2,thames-valley,10824
2014,2,warwickshire,3153
2014,2,west-mercia,7800
2014,2,west-midlands,17639
2014,2,west-yorkshire,17338
2014,2,wiltshire,3822
2014,3,avon-and-somerset,12136
2014,3,bedfordshire,5045
2014,3,btp,4632
2014,3,cambridgeshire,6066
2014,3,cheshire,7357
2014,3,city-of-london,580
2014,3,cleveland,7336
2014,3,cumbria,3571
2014,3,derbyshire,8159
2014,3,devon-and-cornwall,10462
2014,3,dorset,5200
2014,3,durham,4932
2014,3,dyfed-powys,3010
2014,3,essex,12785
2014,3,gloucestershire,4300
2014,3,greater-manchester,26288
2014,3,gwent,5180
2014,3,hampshire,12441
2014,3,hertfordshire,6424
2014,3,humberside,7535
2014,3,kent,13028
2014,3,lancashire,14000
2014,3,leicestershire,6966
2014,3,lincolnshire,4738
2014,3,merseyside,13073
2014,3,metropolitan,79200
2014,3,norfolk,5685
2014,3,north-wales,5065
2014,3,north-yorkshire,5330
2014,3,northamptonshire,6203
2014,3,northern-ireland,13689
2014,3,northumbria,12895
2014,3,nottinghamshire,9068
2014,3,south-wales,10749
2014,3,south-yorkshire,14934
2014,3,staffordshire,6854
2014,3,suffolk,4666
2014,3,surrey,6821
2014,3,sussex,10735
2014,3,thames-valley,12378
2014,3,warwickshire,3839
2014,3,west-mercia,9130
2014,3,west-midlands,20711
2014,3,west-yorkshire,21002
2014,3,wiltshire,3829
2014,4,avon-and-somerset,11585
2014,4,bedfordshire,4976
2014,4,btp,4217
2014,4,cambridgeshire,6118
2014,4,cheshire,7323
2014,4,city-of-london,515
2014,4,cleveland,7038
2014,4,cumbria,3753
2014,4,derbyshire,8300
2014,4,devon-and-cornwall,10127
2014,4,dorset,5045
2014,4,durham,5039
2014,4,dyfed-powys,3189
2014,4,essex,12722
2014,4,gloucestershire,4168
2014,4,greater-manchester,26111
2014,4,gwent,5282
2014,4,hampshire,12708
2014,4,hertfordshire,6602
2014,4,humberside,7304
2014,4,kent,13544
2014,4,lancashire,14000
2014,4,leicestershire,6637
2014,4,lincolnshire,3843
2014,4,merseyside,12925
2014,4,metropolitan,74660
2014,4,norfolk,5850
2014,4,north-wales,5146
2014,4,north-yorkshire,5629
2014,4,northamptonshire,6379
2014,4,northern-ireland,14020
2014,4,northumbria,12446
2014,4,nottinghamshire,9031
2014,4,south-wales,10803
2014,4,south-yorkshire,14947
2014,4,staffordshire,7164
2014,4,suffolk,4746
2014,4,surrey,6504
2014,4,sussex,11528
2014,4,thames-valley,12295
2014,4,warwickshire,3844
2014,4,west-mercia,8811
2014,4,west-midlands,20163
2014,4,west-yorkshire,20222
2014,4,wiltshire,3832
2014,5,avon-and-somerset,12250
2014,5,bedfordshire,5192
2014,5,btp,4320
2014,5,cambridgeshire,6198
2014,5,cheshire,7374
2014,5,city-of-london,490
2014,5,cleveland,7351
2014,5,cumbria,4037
2014,5,derbyshire,8485
2014,5,devon-and-cornwall,10335
2014,5,dorset,5342
2014,5,durham,5188
2014,5,dyfed-powys,3247
2014,5,essex,13123
2014,5,gloucestershire,4366
2014,5,greater-manchester,27647
2014,5,gwent,5492
2014,5,hampshire,13388
2014,5,hertfordshire,7048
2014,5,humberside,7411
2014,5,kent,13959
2014,5,lancashire,15022
2014,5,leicestershire,7292
2014,5,lincolnshire,4957
2014,5,merseyside,12856
2014,5,metropolitan,78962
2014,5,norfolk,6089
2014,5,north-wales,5262
2014,5,north-yorkshire,5684
2014,5,northamptonshire,6583
2014,5,northern-ireland,14109
2014,5,northumbria,13404
2014,5,nottinghamshire,9668
2014,5,south-wales,10959
2014,5,south-yorkshire,15524
2014,5,staffordshire,7360
2014,5,suffolk,5140
2014,5,surrey,6561
2014,5,sussex,11407
2014,5,thames-valley,11773
2014,5,warwickshire,3953
2014,5,west-mercia,9340
2014,5,west-midlands,20657
2014,5,west-yorkshire,20254
2014,5,wiltshire,4575
2014,6,avon-and-somerset,12669
2014,6,bedfordshire,5231
2014,6,btp,4523
2014,6,cambridgeshire,6285
2014,6,cheshire,7701
2014,6,city-of-london,477
2014,6,cleveland,7277
2014,6,cumbria,4271
2014,6,derbyshire,8770
2014,6,devon-and-cornwall,10829
2014,6,dorset,5282
2014,6,durham,5332
2014,6,dyfed-powys,3357
2014,6,essex,13213
2014,6,gloucestershire,4867
2014,6,greater-manchester,28175
2014,6,gwent,5956
2014,6,hampshire,13965
2014,6,hertfordshire,7297
2014,6,humberside,7473
2014,6,kent,14417
2014,6,lancashire,14966
2014,6,leicestershire,7464
2014,6,lincolnshire,4988
2014,6,merseyside,12265
2014,6,metropolitan,81574
2014,6,norfolk,6087
2014,6,north-wales,5606
2014,6,north-yorkshire,6103
2014,6,northamptonshire,6956
2014,6,northern-ireland,14899
2014,6,northumbria,13444
2014,6,nottinghamshire,9804
2014,6,south-wales,12380
2014,6,south-yorkshire,15231
2014,6,staffordshire,7696
2014,6,suffolk,5210
2014,6,surrey,7099
2014,6,sussex,12552
2014,6,thames-valley,12236
2014,6,warwickshire,3931
2014,6,west-mercia,9658
2014,6,west-midlands,21776
2014,6,west-yorkshire,19702
2014,6,wiltshire,4913
2014,7,avon-and-somerset,13457
2014,7,bedfordshire,5479
2014,7,btp,4763
2014,7,cambridgeshire,6801
2014,7,cheshire,8124
2014,7,city-of-london,543
2014,7,cleveland,7515
2014,7,cumbria,4326
2014,7,derbyshire,9162
2014,7,devon-and-cornwall,11318
2014,7,dorset,6043
2014,7,durham,5461
2014,7,dyfed-powys,3566
2014,7,essex,14148
2014,7,gloucestershire,5064
2014,7,greater-manchester,30534
2014,7,gwent,6243
2014,7,hampshire,15365
2014,7,hertfordshire,7804
2014,7,humberside,8278
2014,7,kent,15219
2014,7,lancashire,16165
2014,7,leicestershire,7522
2014,7,lincolnshire,5404
2014,7,merseyside,13555
2014,7,metropolitan,86867
2014,7,norfolk,6652
2014,7,north-wales,5783
2014,7,north-yorkshire,6615
2014,7,northamptonshire,7350
2014,7,northern-ireland,15509
2014,7,northumbria,13650
2014,7,nottinghamshire,10629
2014,7,south-wales,12651
2014,7,south-yorkshire,16867
2014,7,staffordshire,8715
2014,7,suffolk,5564
2014,7,surrey,7416
2014,7,sussex,13044
2014,7,thames-valley,12787
2014,7,warwickshire,4451
2014,7,west-mercia,10381
2014,7,west-midlands,22892
2014,7,west-yorkshire,20823
2014,7,wiltshire,4999
2014,8,avon-and-somerset,11742
2014,8,bedfordshire,4801
2014,8,btp,4371
2014,8,cambridgeshire,6321
2014,8,cheshire,7356
2014,8,city-of-london,514
2014,8,cleveland,7121
2014,8,cumbria,4122
2014,8,derbyshire,8374
2014,8,devon-and-cornwall,10711
2014,8,dorset,5392
2014,8,durham,4962
2014,8,dyfed-powys,3479
2014,8,essex,13171
2014,8,gloucestershire,4596
2014,8,greater-manchester,27772
2014,8,gwent,5506
2014,8,hampshire,14317
2014,8,hertfordshire,7176
2014,8,humberside,7443
2014,8,kent,14242
2014,8,lancashire,14463
2014,8,leicestershire,6970
2014,8,lincolnshire,5001
2014,8,merseyside,12649
2014,8,metropolitan,78822
2014,8,norfolk,6333
2014,8,north-wales,5720
2014,8,north-yorkshire,6330
2014,8,northamptonshire,6744
2014,8,northern-ireland,14274
2014,8,northumbria,13012
2014,8,nottinghamshire,9339
2014,8,south-wales,11461
2014,8,south-yorkshire,15385
2014,8,staffordshire,7242
2014,8,suffolk,5326
2014,8,surrey,6699
2014,8,sussex,12745
2014,8,thames-valley,11737
2014,8,warwickshire,3495
2014,8,west-mercia,9483
2014,8,west-midlands,21279
2014,8,west-yorkshire,18773
2014,8,wiltshire,4611
2014,9,avon-and-somerset,11631
2014,9,bedfordshire,4965
2014,9,btp,4382
2014,9,cambridgeshire,6185
